---------------------------
|         n |  n log_2(n) |
|     42807 |  658609.6 |
|     42808 |  658626.5 |
|     42809 |  658643.3 |
|     42810 |  658660.1 |
|     42811 |  658676.9 |
|     42812 |  658693.8 |
|     42813 |  658710.6 |
|     42814 |  658727.4 |
|     42815 |  658744.3 |
|     42816 |  658761.1 |
|     42817 |  658777.9 |
|     42818 |  658794.7 |
|     42819 |  658811.6 |
|     42820 |  658828.4 |
|     42821 |  658845.2 |
|     42822 |  658862.1 |
|     42823 |  658878.9 |
|     42824 |  658895.7 |
|     42825 |  658912.5 |
|     42826 |  658929.4 |
|     42827 |  658946.2 |
|     42828 |  658963.0 |
|     42829 |  658979.9 |
|     42830 |  658996.7 |
|     42831 |  659013.5 |
|     42832 |  659030.3 |
|     42833 |  659047.2 |
|     42834 |  659064.0 |
|     42835 |  659080.8 |
|     42836 |  659097.7 |
|     42837 |  659114.5 |
|     42838 |  659131.3 |
|     42839 |  659148.2 |
|     42840 |  659165.0 |
|     42841 |  659181.8 |
|     42842 |  659198.6 |
|     42843 |  659215.5 |
|     42844 |  659232.3 |
|     42845 |  659249.1 |
|     42846 |  659266.0 |
|     42847 |  659282.8 |
|     42848 |  659299.6 |
|     42849 |  659316.4 |
|     42850 |  659333.3 |
|     42851 |  659350.1 |
|     42852 |  659366.9 |
|     42853 |  659383.8 |
|     42854 |  659400.6 |
|     42855 |  659417.4 |
|     42856 |  659434.3 |
|     42857 |  659451.1 |
|     42858 |  659467.9 |
|     42859 |  659484.7 |
|     42860 |  659501.6 |
|     42861 |  659518.4 |
|     42862 |  659535.2 |
|     42863 |  659552.1 |
|     42864 |  659568.9 |
|     42865 |  659585.7 |
|     42866 |  659602.6 |
|     42867 |  659619.4 |
|     42868 |  659636.2 |
|     42869 |  659653.0 |
|     42870 |  659669.9 |
|     42871 |  659686.7 |
|     42872 |  659703.5 |
|     42873 |  659720.4 |
|     42874 |  659737.2 |
|     42875 |  659754.0 |
|     42876 |  659770.9 |
|     42877 |  659787.7 |
|     42878 |  659804.5 |
|     42879 |  659821.4 |
|     42880 |  659838.2 |
|     42881 |  659855.0 |
|     42882 |  659871.8 |
|     42883 |  659888.7 |
|     42884 |  659905.5 |
|     42885 |  659922.3 |
|     42886 |  659939.2 |
|     42887 |  659956.0 |
|     42888 |  659972.8 |
|     42889 |  659989.7 |
|     42890 |  660006.5 |
|     42891 |  660023.3 |
|     42892 |  660040.2 |
|     42893 |  660057.0 |
|     42894 |  660073.8 |
|     42895 |  660090.6 |
|     42896 |  660107.5 |
|     42897 |  660124.3 |
|     42898 |  660141.1 |
|     42899 |  660158.0 |
|     42900 |  660174.8 |
|     42901 |  660191.6 |
|     42902 |  660208.5 |
|     42903 |  660225.3 |
|     42904 |  660242.1 |
|     42905 |  660259.0 |
|     42906 |  660275.8 |
|     42907 |  660292.6 |
|     42908 |  660309.5 |
|     42909 |  660326.3 |
|     42910 |  660343.1 |
|     42911 |  660359.9 |
|     42912 |  660376.8 |
|     42913 |  660393.6 |
|     42914 |  660410.4 |
|     42915 |  660427.3 |
|     42916 |  660444.1 |
|     42917 |  660460.9 |
|     42918 |  660477.8 |
|     42919 |  660494.6 |
|     42920 |  660511.4 |
|     42921 |  660528.3 |
|     42922 |  660545.1 |
|     42923 |  660561.9 |
|     42924 |  660578.8 |
|     42925 |  660595.6 |
|     42926 |  660612.4 |
|     42927 |  660629.3 |
|     42928 |  660646.1 |
|     42929 |  660662.9 |
|     42930 |  660679.8 |
|     42931 |  660696.6 |
|     42932 |  660713.4 |
|     42933 |  660730.3 |
|     42934 |  660747.1 |
|     42935 |  660763.9 |
|     42936 |  660780.8 |
|     42937 |  660797.6 |
|     42938 |  660814.4 |
|     42939 |  660831.3 |
|     42940 |  660848.1 |
|     42941 |  660864.9 |
|     42942 |  660881.7 |
|     42943 |  660898.6 |
|     42944 |  660915.4 |
|     42945 |  660932.2 |
|     42946 |  660949.1 |
|     42947 |  660965.9 |
|     42948 |  660982.7 |
|     42949 |  660999.6 |
|     42950 |  661016.4 |
|     42951 |  661033.2 |
|     42952 |  661050.1 |
|     42953 |  661066.9 |
|     42954 |  661083.7 |
|     42955 |  661100.6 |
|     42956 |  661117.4 |
|     42957 |  661134.2 |
|     42958 |  661151.1 |
|     42959 |  661167.9 |
|     42960 |  661184.7 |
|     42961 |  661201.6 |
|     42962 |  661218.4 |
|     42963 |  661235.2 |
|     42964 |  661252.1 |
|     42965 |  661268.9 |
|     42966 |  661285.7 |
|     42967 |  661302.6 |
|     42968 |  661319.4 |
|     42969 |  661336.2 |
|     42970 |  661353.1 |
|     42971 |  661369.9 |
|     42972 |  661386.7 |
|     42973 |  661403.6 |
|     42974 |  661420.4 |
|     42975 |  661437.3 |
|     42976 |  661454.1 |
|     42977 |  661470.9 |
|     42978 |  661487.8 |
|     42979 |  661504.6 |
|     42980 |  661521.4 |
|     42981 |  661538.3 |
|     42982 |  661555.1 |
|     42983 |  661571.9 |
|     42984 |  661588.8 |
|     42985 |  661605.6 |
|     42986 |  661622.4 |
|     42987 |  661639.3 |
|     42988 |  661656.1 |
|     42989 |  661672.9 |
|     42990 |  661689.8 |
|     42991 |  661706.6 |
|     42992 |  661723.4 |
|     42993 |  661740.3 |
|     42994 |  661757.1 |
|     42995 |  661773.9 |
|     42996 |  661790.8 |
|     42997 |  661807.6 |
|     42998 |  661824.4 |
|     42999 |  661841.3 |
|     43000 |  661858.1 |
|     43001 |  661874.9 |
|     43002 |  661891.8 |
|     43003 |  661908.6 |
|     43004 |  661925.4 |
|     43005 |  661942.3 |
|     43006 |  661959.1 |
|     43007 |  661976.0 |
|     43008 |  661992.8 |
|     43009 |  662009.6 |
|     43010 |  662026.5 |
|     43011 |  662043.3 |
|     43012 |  662060.1 |
|     43013 |  662077.0 |
|     43014 |  662093.8 |
|     43015 |  662110.6 |
|     43016 |  662127.5 |
|     43017 |  662144.3 |
|     43018 |  662161.1 |
|     43019 |  662178.0 |
|     43020 |  662194.8 |
|     43021 |  662211.6 |
|     43022 |  662228.5 |
|     43023 |  662245.3 |
|     43024 |  662262.2 |
|     43025 |  662279.0 |
|     43026 |  662295.8 |
|     43027 |  662312.7 |
|     43028 |  662329.5 |
|     43029 |  662346.3 |
|     43030 |  662363.2 |
|     43031 |  662380.0 |
|     43032 |  662396.8 |
|     43033 |  662413.7 |
|     43034 |  662430.5 |
|     43035 |  662447.3 |
|     43036 |  662464.2 |
|     43037 |  662481.0 |
|     43038 |  662497.9 |
|     43039 |  662514.7 |
|     43040 |  662531.5 |
|     43041 |  662548.4 |
|     43042 |  662565.2 |
|     43043 |  662582.0 |
|     43044 |  662598.9 |
|     43045 |  662615.7 |
|     43046 |  662632.5 |
|     43047 |  662649.4 |
|     43048 |  662666.2 |
|     43049 |  662683.1 |
|     43050 |  662699.9 |
|     43051 |  662716.7 |
|     43052 |  662733.6 |
|     43053 |  662750.4 |
|     43054 |  662767.2 |
|     43055 |  662784.1 |
|     43056 |  662800.9 |
|     43057 |  662817.7 |
|     43058 |  662834.6 |
|     43059 |  662851.4 |
|     43060 |  662868.3 |
|     43061 |  662885.1 |
|     43062 |  662901.9 |
|     43063 |  662918.8 |
|     43064 |  662935.6 |
|     43065 |  662952.4 |
|     43066 |  662969.3 |
|     43067 |  662986.1 |
|     43068 |  663002.9 |
|     43069 |  663019.8 |
|     43070 |  663036.6 |
|     43071 |  663053.5 |
|     43072 |  663070.3 |
|     43073 |  663087.1 |
|     43074 |  663104.0 |
|     43075 |  663120.8 |
|     43076 |  663137.6 |
|     43077 |  663154.5 |
|     43078 |  663171.3 |
|     43079 |  663188.2 |
|     43080 |  663205.0 |
|     43081 |  663221.8 |
|     43082 |  663238.7 |
|     43083 |  663255.5 |
|     43084 |  663272.3 |
|     43085 |  663289.2 |
|     43086 |  663306.0 |
|     43087 |  663322.9 |
|     43088 |  663339.7 |
|     43089 |  663356.5 |
|     43090 |  663373.4 |
|     43091 |  663390.2 |
|     43092 |  663407.0 |
|     43093 |  663423.9 |
|     43094 |  663440.7 |
|     43095 |  663457.6 |
|     43096 |  663474.4 |
|     43097 |  663491.2 |
|     43098 |  663508.1 |
|     43099 |  663524.9 |
|     43100 |  663541.8 |
|     43101 |  663558.6 |
|     43102 |  663575.4 |
|     43103 |  663592.3 |
|     43104 |  663609.1 |
|     43105 |  663625.9 |
|     43106 |  663642.8 |
|     43107 |  663659.6 |
|     43108 |  663676.5 |
|     43109 |  663693.3 |
|     43110 |  663710.1 |
|     43111 |  663727.0 |
|     43112 |  663743.8 |
|     43113 |  663760.6 |
|     43114 |  663777.5 |
|     43115 |  663794.3 |
|     43116 |  663811.2 |
|     43117 |  663828.0 |
|     43118 |  663844.8 |
|     43119 |  663861.7 |
|     43120 |  663878.5 |
|     43121 |  663895.4 |
|     43122 |  663912.2 |
|     43123 |  663929.0 |
|     43124 |  663945.9 |
|     43125 |  663962.7 |
|     43126 |  663979.6 |
|     43127 |  663996.4 |
|     43128 |  664013.2 |
|     43129 |  664030.1 |
|     43130 |  664046.9 |
|     43131 |  664063.7 |
|     43132 |  664080.6 |
|     43133 |  664097.4 |
|     43134 |  664114.3 |
|     43135 |  664131.1 |
|     43136 |  664147.9 |
|     43137 |  664164.8 |
|     43138 |  664181.6 |
|     43139 |  664198.5 |
|     43140 |  664215.3 |
|     43141 |  664232.1 |
|     43142 |  664249.0 |
|     43143 |  664265.8 |
|     43144 |  664282.7 |
|     43145 |  664299.5 |
|     43146 |  664316.3 |
|     43147 |  664333.2 |
|     43148 |  664350.0 |
|     43149 |  664366.9 |
|     43150 |  664383.7 |
|     43151 |  664400.5 |
|     43152 |  664417.4 |
|     43153 |  664434.2 |
|     43154 |  664451.1 |
|     43155 |  664467.9 |
|     43156 |  664484.7 |
|     43157 |  664501.6 |
|     43158 |  664518.4 |
|     43159 |  664535.3 |
|     43160 |  664552.1 |
|     43161 |  664568.9 |
|     43162 |  664585.8 |
|     43163 |  664602.6 |
|     43164 |  664619.5 |
|     43165 |  664636.3 |
|     43166 |  664653.1 |
|     43167 |  664670.0 |
|     43168 |  664686.8 |
|     43169 |  664703.7 |
|     43170 |  664720.5 |
|     43171 |  664737.3 |
|     43172 |  664754.2 |
|     43173 |  664771.0 |
|     43174 |  664787.9 |
|     43175 |  664804.7 |
|     43176 |  664821.5 |
|     43177 |  664838.4 |
|     43178 |  664855.2 |
|     43179 |  664872.1 |
|     43180 |  664888.9 |
|     43181 |  664905.7 |
|     43182 |  664922.6 |
|     43183 |  664939.4 |
|     43184 |  664956.3 |
|     43185 |  664973.1 |
|     43186 |  664990.0 |
|     43187 |  665006.8 |
|     43188 |  665023.6 |
|     43189 |  665040.5 |
|     43190 |  665057.3 |
|     43191 |  665074.2 |
|     43192 |  665091.0 |
|     43193 |  665107.8 |
|     43194 |  665124.7 |
|     43195 |  665141.5 |
|     43196 |  665158.4 |
|     43197 |  665175.2 |
|     43198 |  665192.0 |
|     43199 |  665208.9 |
|     43200 |  665225.7 |
|     43201 |  665242.6 |
|     43202 |  665259.4 |
|     43203 |  665276.3 |
|     43204 |  665293.1 |
|     43205 |  665309.9 |
|     43206 |  665326.8 |
|     43207 |  665343.6 |
|     43208 |  665360.5 |
|     43209 |  665377.3 |
|     43210 |  665394.1 |
|     43211 |  665411.0 |
|     43212 |  665427.8 |
|     43213 |  665444.7 |
|     43214 |  665461.5 |
|     43215 |  665478.4 |
|     43216 |  665495.2 |
|     43217 |  665512.0 |
|     43218 |  665528.9 |
|     43219 |  665545.7 |
|     43220 |  665562.6 |
|     43221 |  665579.4 |
|     43222 |  665596.2 |
|     43223 |  665613.1 |
|     43224 |  665629.9 |
|     43225 |  665646.8 |
|     43226 |  665663.6 |
|     43227 |  665680.5 |
|     43228 |  665697.3 |
|     43229 |  665714.1 |
|     43230 |  665731.0 |
|     43231 |  665747.8 |
|     43232 |  665764.7 |
|     43233 |  665781.5 |
|     43234 |  665798.4 |
|     43235 |  665815.2 |
|     43236 |  665832.0 |
|     43237 |  665848.9 |
|     43238 |  665865.7 |
|     43239 |  665882.6 |
|     43240 |  665899.4 |
|     43241 |  665916.3 |
|     43242 |  665933.1 |
|     43243 |  665949.9 |
|     43244 |  665966.8 |
|     43245 |  665983.6 |
|     43246 |  666000.5 |
|     43247 |  666017.3 |
|     43248 |  666034.2 |
|     43249 |  666051.0 |
|     43250 |  666067.8 |
|     43251 |  666084.7 |
|     43252 |  666101.5 |
|     43253 |  666118.4 |
|     43254 |  666135.2 |
|     43255 |  666152.1 |
|     43256 |  666168.9 |
|     43257 |  666185.7 |
|     43258 |  666202.6 |
|     43259 |  666219.4 |
|     43260 |  666236.3 |
|     43261 |  666253.1 |
|     43262 |  666270.0 |
|     43263 |  666286.8 |
|     43264 |  666303.6 |
|     43265 |  666320.5 |
|     43266 |  666337.3 |
|     43267 |  666354.2 |
|     43268 |  666371.0 |
|     43269 |  666387.9 |
|     43270 |  666404.7 |
|     43271 |  666421.6 |
|     43272 |  666438.4 |
|     43273 |  666455.2 |
|     43274 |  666472.1 |
|     43275 |  666488.9 |
|     43276 |  666505.8 |
|     43277 |  666522.6 |
|     43278 |  666539.5 |
|     43279 |  666556.3 |
|     43280 |  666573.1 |
|     43281 |  666590.0 |
|     43282 |  666606.8 |
|     43283 |  666623.7 |
|     43284 |  666640.5 |
|     43285 |  666657.4 |
|     43286 |  666674.2 |
|     43287 |  666691.1 |
|     43288 |  666707.9 |
|     43289 |  666724.7 |
|     43290 |  666741.6 |
|     43291 |  666758.4 |
|     43292 |  666775.3 |
|     43293 |  666792.1 |
|     43294 |  666809.0 |
|     43295 |  666825.8 |
|     43296 |  666842.7 |
|     43297 |  666859.5 |
|     43298 |  666876.3 |
|     43299 |  666893.2 |
|     43300 |  666910.0 |
|     43301 |  666926.9 |
|     43302 |  666943.7 |
|     43303 |  666960.6 |
|     43304 |  666977.4 |
|     43305 |  666994.3 |
|     43306 |  667011.1 |
|     43307 |  667028.0 |
|     43308 |  667044.8 |
|     43309 |  667061.6 |
|     43310 |  667078.5 |
|     43311 |  667095.3 |
|     43312 |  667112.2 |
|     43313 |  667129.0 |
|     43314 |  667145.9 |
|     43315 |  667162.7 |
|     43316 |  667179.6 |
|     43317 |  667196.4 |
|     43318 |  667213.2 |
|     43319 |  667230.1 |
|     43320 |  667246.9 |
|     43321 |  667263.8 |
|     43322 |  667280.6 |
|     43323 |  667297.5 |
|     43324 |  667314.3 |
|     43325 |  667331.2 |
|     43326 |  667348.0 |
|     43327 |  667364.9 |
|     43328 |  667381.7 |
|     43329 |  667398.6 |
|     43330 |  667415.4 |
|     43331 |  667432.2 |
|     43332 |  667449.1 |
|     43333 |  667465.9 |
|     43334 |  667482.8 |
|     43335 |  667499.6 |
|     43336 |  667516.5 |
|     43337 |  667533.3 |
|     43338 |  667550.2 |
|     43339 |  667567.0 |
|     43340 |  667583.9 |
|     43341 |  667600.7 |
|     43342 |  667617.5 |
|     43343 |  667634.4 |
|     43344 |  667651.2 |
|     43345 |  667668.1 |
|     43346 |  667684.9 |
|     43347 |  667701.8 |
|     43348 |  667718.6 |
|     43349 |  667735.5 |
|     43350 |  667752.3 |
|     43351 |  667769.2 |
|     43352 |  667786.0 |
|     43353 |  667802.9 |
|     43354 |  667819.7 |
|     43355 |  667836.6 |
|     43356 |  667853.4 |
|     43357 |  667870.2 |
|     43358 |  667887.1 |
|     43359 |  667903.9 |
|     43360 |  667920.8 |
|     43361 |  667937.6 |
|     43362 |  667954.5 |
|     43363 |  667971.3 |
|     43364 |  667988.2 |
|     43365 |  668005.0 |
|     43366 |  668021.9 |
|     43367 |  668038.7 |
|     43368 |  668055.6 |
|     43369 |  668072.4 |
|     43370 |  668089.3 |
|     43371 |  668106.1 |
|     43372 |  668122.9 |
|     43373 |  668139.8 |
|     43374 |  668156.6 |
|     43375 |  668173.5 |
|     43376 |  668190.3 |
|     43377 |  668207.2 |
|     43378 |  668224.0 |
|     43379 |  668240.9 |
|     43380 |  668257.7 |
|     43381 |  668274.6 |
|     43382 |  668291.4 |
|     43383 |  668308.3 |
|     43384 |  668325.1 |
|     43385 |  668342.0 |
|     43386 |  668358.8 |
|     43387 |  668375.7 |
|     43388 |  668392.5 |
|     43389 |  668409.4 |
|     43390 |  668426.2 |
|     43391 |  668443.1 |
|     43392 |  668459.9 |
|     43393 |  668476.7 |
|     43394 |  668493.6 |
|     43395 |  668510.4 |
|     43396 |  668527.3 |
|     43397 |  668544.1 |
|     43398 |  668561.0 |
|     43399 |  668577.8 |
|     43400 |  668594.7 |
|     43401 |  668611.5 |
|     43402 |  668628.4 |
|     43403 |  668645.2 |
|     43404 |  668662.1 |
|     43405 |  668678.9 |
|     43406 |  668695.8 |
|     43407 |  668712.6 |
|     43408 |  668729.5 |
|     43409 |  668746.3 |
|     43410 |  668763.2 |
|     43411 |  668780.0 |
|     43412 |  668796.9 |
|     43413 |  668813.7 |
|     43414 |  668830.6 |
|     43415 |  668847.4 |
|     43416 |  668864.3 |
|     43417 |  668881.1 |
|     43418 |  668898.0 |
|     43419 |  668914.8 |
|     43420 |  668931.7 |
|     43421 |  668948.5 |
|     43422 |  668965.3 |
|     43423 |  668982.2 |
|     43424 |  668999.0 |
|     43425 |  669015.9 |
|     43426 |  669032.7 |
|     43427 |  669049.6 |
|     43428 |  669066.4 |
|     43429 |  669083.3 |
|     43430 |  669100.1 |
|     43431 |  669117.0 |
|     43432 |  669133.8 |
|     43433 |  669150.7 |
|     43434 |  669167.5 |
|     43435 |  669184.4 |
|     43436 |  669201.2 |
|     43437 |  669218.1 |
|     43438 |  669234.9 |
|     43439 |  669251.8 |
|     43440 |  669268.6 |
|     43441 |  669285.5 |
|     43442 |  669302.3 |
|     43443 |  669319.2 |
|     43444 |  669336.0 |
|     43445 |  669352.9 |
|     43446 |  669369.7 |
|     43447 |  669386.6 |
|     43448 |  669403.4 |
|     43449 |  669420.3 |
|     43450 |  669437.1 |
|     43451 |  669454.0 |
|     43452 |  669470.8 |
|     43453 |  669487.7 |
|     43454 |  669504.5 |
|     43455 |  669521.4 |
|     43456 |  669538.2 |
|     43457 |  669555.1 |
|     43458 |  669571.9 |
|     43459 |  669588.8 |
|     43460 |  669605.6 |
|     43461 |  669622.5 |
|     43462 |  669639.3 |
|     43463 |  669656.2 |
|     43464 |  669673.0 |
|     43465 |  669689.9 |
|     43466 |  669706.7 |
|     43467 |  669723.6 |
|     43468 |  669740.4 |
|     43469 |  669757.3 |
|     43470 |  669774.1 |
|     43471 |  669791.0 |
|     43472 |  669807.8 |
|     43473 |  669824.7 |
|     43474 |  669841.5 |
|     43475 |  669858.4 |
|     43476 |  669875.2 |
|     43477 |  669892.1 |
|     43478 |  669908.9 |
|     43479 |  669925.8 |
|     43480 |  669942.6 |
|     43481 |  669959.5 |
|     43482 |  669976.3 |
|     43483 |  669993.2 |
|     43484 |  670010.0 |
|     43485 |  670026.9 |
|     43486 |  670043.7 |
|     43487 |  670060.6 |
|     43488 |  670077.4 |
|     43489 |  670094.3 |
|     43490 |  670111.1 |
|     43491 |  670128.0 |
|     43492 |  670144.8 |
|     43493 |  670161.7 |
|     43494 |  670178.6 |
|     43495 |  670195.4 |
|     43496 |  670212.3 |
|     43497 |  670229.1 |
|     43498 |  670246.0 |
|     43499 |  670262.8 |
|     43500 |  670279.7 |
|     43501 |  670296.5 |
|     43502 |  670313.4 |
|     43503 |  670330.2 |
|     43504 |  670347.1 |
|     43505 |  670363.9 |
|     43506 |  670380.8 |
|     43507 |  670397.6 |
|     43508 |  670414.5 |
|     43509 |  670431.3 |
|     43510 |  670448.2 |
|     43511 |  670465.0 |
|     43512 |  670481.9 |
|     43513 |  670498.7 |
|     43514 |  670515.6 |
|     43515 |  670532.4 |
|     43516 |  670549.3 |
|     43517 |  670566.1 |
|     43518 |  670583.0 |
|     43519 |  670599.8 |
|     43520 |  670616.7 |
|     43521 |  670633.5 |
|     43522 |  670650.4 |
|     43523 |  670667.2 |
|     43524 |  670684.1 |
|     43525 |  670701.0 |
|     43526 |  670717.8 |
|     43527 |  670734.7 |
|     43528 |  670751.5 |
|     43529 |  670768.4 |
|     43530 |  670785.2 |
|     43531 |  670802.1 |
|     43532 |  670818.9 |
|     43533 |  670835.8 |
|     43534 |  670852.6 |
|     43535 |  670869.5 |
|     43536 |  670886.3 |
|     43537 |  670903.2 |
|     43538 |  670920.0 |
|     43539 |  670936.9 |
