---------------------------
|         n |  n log_2(n) |
|     41809 |  641831.9 |
|     41810 |  641848.7 |
|     41811 |  641865.5 |
|     41812 |  641882.3 |
|     41813 |  641899.1 |
|     41814 |  641915.9 |
|     41815 |  641932.7 |
|     41816 |  641949.5 |
|     41817 |  641966.3 |
|     41818 |  641983.1 |
|     41819 |  641999.9 |
|     41820 |  642016.7 |
|     41821 |  642033.5 |
|     41822 |  642050.3 |
|     41823 |  642067.1 |
|     41824 |  642083.9 |
|     41825 |  642100.7 |
|     41826 |  642117.5 |
|     41827 |  642134.2 |
|     41828 |  642151.0 |
|     41829 |  642167.8 |
|     41830 |  642184.6 |
|     41831 |  642201.4 |
|     41832 |  642218.2 |
|     41833 |  642235.0 |
|     41834 |  642251.8 |
|     41835 |  642268.6 |
|     41836 |  642285.4 |
|     41837 |  642302.2 |
|     41838 |  642319.0 |
|     41839 |  642335.8 |
|     41840 |  642352.6 |
|     41841 |  642369.4 |
|     41842 |  642386.2 |
|     41843 |  642403.0 |
|     41844 |  642419.8 |
|     41845 |  642436.6 |
|     41846 |  642453.4 |
|     41847 |  642470.2 |
|     41848 |  642486.9 |
|     41849 |  642503.7 |
|     41850 |  642520.5 |
|     41851 |  642537.3 |
|     41852 |  642554.1 |
|     41853 |  642570.9 |
|     41854 |  642587.7 |
|     41855 |  642604.5 |
|     41856 |  642621.3 |
|     41857 |  642638.1 |
|     41858 |  642654.9 |
|     41859 |  642671.7 |
|     41860 |  642688.5 |
|     41861 |  642705.3 |
|     41862 |  642722.1 |
|     41863 |  642738.9 |
|     41864 |  642755.7 |
|     41865 |  642772.5 |
|     41866 |  642789.3 |
|     41867 |  642806.1 |
|     41868 |  642822.9 |
|     41869 |  642839.7 |
|     41870 |  642856.5 |
|     41871 |  642873.3 |
|     41872 |  642890.1 |
|     41873 |  642906.8 |
|     41874 |  642923.6 |
|     41875 |  642940.4 |
|     41876 |  642957.2 |
|     41877 |  642974.0 |
|     41878 |  642990.8 |
|     41879 |  643007.6 |
|     41880 |  643024.4 |
|     41881 |  643041.2 |
|     41882 |  643058.0 |
|     41883 |  643074.8 |
|     41884 |  643091.6 |
|     41885 |  643108.4 |
|     41886 |  643125.2 |
|     41887 |  643142.0 |
|     41888 |  643158.8 |
|     41889 |  643175.6 |
|     41890 |  643192.4 |
|     41891 |  643209.2 |
|     41892 |  643226.0 |
|     41893 |  643242.8 |
|     41894 |  643259.6 |
|     41895 |  643276.4 |
|     41896 |  643293.2 |
|     41897 |  643310.0 |
|     41898 |  643326.8 |
|     41899 |  643343.6 |
|     41900 |  643360.4 |
|     41901 |  643377.2 |
|     41902 |  643394.0 |
|     41903 |  643410.8 |
|     41904 |  643427.6 |
|     41905 |  643444.4 |
|     41906 |  643461.1 |
|     41907 |  643477.9 |
|     41908 |  643494.7 |
|     41909 |  643511.5 |
|     41910 |  643528.3 |
|     41911 |  643545.1 |
|     41912 |  643561.9 |
|     41913 |  643578.7 |
|     41914 |  643595.5 |
|     41915 |  643612.3 |
|     41916 |  643629.1 |
|     41917 |  643645.9 |
|     41918 |  643662.7 |
|     41919 |  643679.5 |
|     41920 |  643696.3 |
|     41921 |  643713.1 |
|     41922 |  643729.9 |
|     41923 |  643746.7 |
|     41924 |  643763.5 |
|     41925 |  643780.3 |
|     41926 |  643797.1 |
|     41927 |  643813.9 |
|     41928 |  643830.7 |
|     41929 |  643847.5 |
|     41930 |  643864.3 |
|     41931 |  643881.1 |
|     41932 |  643897.9 |
|     41933 |  643914.7 |
|     41934 |  643931.5 |
|     41935 |  643948.3 |
|     41936 |  643965.1 |
|     41937 |  643981.9 |
|     41938 |  643998.7 |
|     41939 |  644015.5 |
|     41940 |  644032.3 |
|     41941 |  644049.1 |
|     41942 |  644065.9 |
|     41943 |  644082.7 |
|     41944 |  644099.5 |
|     41945 |  644116.3 |
|     41946 |  644133.1 |
|     41947 |  644149.9 |
|     41948 |  644166.7 |
|     41949 |  644183.5 |
|     41950 |  644200.3 |
|     41951 |  644217.1 |
|     41952 |  644233.9 |
|     41953 |  644250.7 |
|     41954 |  644267.5 |
|     41955 |  644284.3 |
|     41956 |  644301.1 |
|     41957 |  644317.9 |
|     41958 |  644334.7 |
|     41959 |  644351.5 |
|     41960 |  644368.3 |
|     41961 |  644385.1 |
|     41962 |  644401.9 |
|     41963 |  644418.7 |
|     41964 |  644435.5 |
|     41965 |  644452.3 |
|     41966 |  644469.1 |
|     41967 |  644485.9 |
|     41968 |  644502.7 |
|     41969 |  644519.5 |
|     41970 |  644536.3 |
|     41971 |  644553.1 |
|     41972 |  644569.9 |
|     41973 |  644586.7 |
|     41974 |  644603.5 |
|     41975 |  644620.3 |
|     41976 |  644637.1 |
|     41977 |  644653.9 |
|     41978 |  644670.7 |
|     41979 |  644687.5 |
|     41980 |  644704.3 |
|     41981 |  644721.1 |
|     41982 |  644737.9 |
|     41983 |  644754.7 |
|     41984 |  644771.5 |
|     41985 |  644788.3 |
|     41986 |  644805.1 |
|     41987 |  644821.9 |
|     41988 |  644838.7 |
|     41989 |  644855.5 |
|     41990 |  644872.3 |
|     41991 |  644889.1 |
|     41992 |  644905.9 |
|     41993 |  644922.7 |
|     41994 |  644939.5 |
|     41995 |  644956.3 |
|     41996 |  644973.1 |
|     41997 |  644989.9 |
|     41998 |  645006.7 |
|     41999 |  645023.5 |
|     42000 |  645040.3 |
|     42001 |  645057.1 |
|     42002 |  645073.9 |
|     42003 |  645090.7 |
|     42004 |  645107.5 |
|     42005 |  645124.3 |
|     42006 |  645141.1 |
|     42007 |  645157.9 |
|     42008 |  645174.7 |
|     42009 |  645191.5 |
|     42010 |  645208.3 |
|     42011 |  645225.1 |
|     42012 |  645241.9 |
|     42013 |  645258.7 |
|     42014 |  645275.5 |
|     42015 |  645292.3 |
|     42016 |  645309.1 |
|     42017 |  645325.9 |
|     42018 |  645342.7 |
|     42019 |  645359.5 |
|     42020 |  645376.3 |
|     42021 |  645393.1 |
|     42022 |  645409.9 |
|     42023 |  645426.7 |
|     42024 |  645443.5 |
|     42025 |  645460.3 |
|     42026 |  645477.1 |
|     42027 |  645493.9 |
|     42028 |  645510.7 |
|     42029 |  645527.5 |
|     42030 |  645544.3 |
|     42031 |  645561.1 |
|     42032 |  645577.9 |
|     42033 |  645594.7 |
|     42034 |  645611.5 |
|     42035 |  645628.3 |
|     42036 |  645645.1 |
|     42037 |  645661.9 |
|     42038 |  645678.7 |
|     42039 |  645695.5 |
|     42040 |  645712.3 |
|     42041 |  645729.1 |
|     42042 |  645745.9 |
|     42043 |  645762.7 |
|     42044 |  645779.5 |
|     42045 |  645796.3 |
|     42046 |  645813.1 |
|     42047 |  645829.9 |
|     42048 |  645846.7 |
|     42049 |  645863.6 |
|     42050 |  645880.4 |
|     42051 |  645897.2 |
|     42052 |  645914.0 |
|     42053 |  645930.8 |
|     42054 |  645947.6 |
|     42055 |  645964.4 |
|     42056 |  645981.2 |
|     42057 |  645998.0 |
|     42058 |  646014.8 |
|     42059 |  646031.6 |
|     42060 |  646048.4 |
|     42061 |  646065.2 |
|     42062 |  646082.0 |
|     42063 |  646098.8 |
|     42064 |  646115.6 |
|     42065 |  646132.4 |
|     42066 |  646149.2 |
|     42067 |  646166.0 |
|     42068 |  646182.8 |
|     42069 |  646199.6 |
|     42070 |  646216.4 |
|     42071 |  646233.2 |
|     42072 |  646250.0 |
|     42073 |  646266.8 |
|     42074 |  646283.6 |
|     42075 |  646300.4 |
|     42076 |  646317.2 |
|     42077 |  646334.0 |
|     42078 |  646350.8 |
|     42079 |  646367.6 |
|     42080 |  646384.4 |
|     42081 |  646401.2 |
|     42082 |  646418.1 |
|     42083 |  646434.9 |
|     42084 |  646451.7 |
|     42085 |  646468.5 |
|     42086 |  646485.3 |
|     42087 |  646502.1 |
|     42088 |  646518.9 |
|     42089 |  646535.7 |
|     42090 |  646552.5 |
|     42091 |  646569.3 |
|     42092 |  646586.1 |
|     42093 |  646602.9 |
|     42094 |  646619.7 |
|     42095 |  646636.5 |
|     42096 |  646653.3 |
|     42097 |  646670.1 |
|     42098 |  646686.9 |
|     42099 |  646703.7 |
|     42100 |  646720.5 |
|     42101 |  646737.3 |
|     42102 |  646754.1 |
|     42103 |  646770.9 |
|     42104 |  646787.7 |
|     42105 |  646804.5 |
|     42106 |  646821.3 |
|     42107 |  646838.2 |
|     42108 |  646855.0 |
|     42109 |  646871.8 |
|     42110 |  646888.6 |
|     42111 |  646905.4 |
|     42112 |  646922.2 |
|     42113 |  646939.0 |
|     42114 |  646955.8 |
|     42115 |  646972.6 |
|     42116 |  646989.4 |
|     42117 |  647006.2 |
|     42118 |  647023.0 |
|     42119 |  647039.8 |
|     42120 |  647056.6 |
|     42121 |  647073.4 |
|     42122 |  647090.2 |
|     42123 |  647107.0 |
|     42124 |  647123.8 |
|     42125 |  647140.6 |
|     42126 |  647157.4 |
|     42127 |  647174.2 |
|     42128 |  647191.1 |
|     42129 |  647207.9 |
|     42130 |  647224.7 |
|     42131 |  647241.5 |
|     42132 |  647258.3 |
|     42133 |  647275.1 |
|     42134 |  647291.9 |
|     42135 |  647308.7 |
|     42136 |  647325.5 |
|     42137 |  647342.3 |
|     42138 |  647359.1 |
|     42139 |  647375.9 |
|     42140 |  647392.7 |
|     42141 |  647409.5 |
|     42142 |  647426.3 |
|     42143 |  647443.1 |
|     42144 |  647459.9 |
|     42145 |  647476.7 |
|     42146 |  647493.6 |
|     42147 |  647510.4 |
|     42148 |  647527.2 |
|     42149 |  647544.0 |
|     42150 |  647560.8 |
|     42151 |  647577.6 |
|     42152 |  647594.4 |
|     42153 |  647611.2 |
|     42154 |  647628.0 |
|     42155 |  647644.8 |
|     42156 |  647661.6 |
|     42157 |  647678.4 |
|     42158 |  647695.2 |
|     42159 |  647712.0 |
|     42160 |  647728.8 |
|     42161 |  647745.6 |
|     42162 |  647762.5 |
|     42163 |  647779.3 |
|     42164 |  647796.1 |
|     42165 |  647812.9 |
|     42166 |  647829.7 |
|     42167 |  647846.5 |
|     42168 |  647863.3 |
|     42169 |  647880.1 |
|     42170 |  647896.9 |
|     42171 |  647913.7 |
|     42172 |  647930.5 |
|     42173 |  647947.3 |
|     42174 |  647964.1 |
|     42175 |  647980.9 |
|     42176 |  647997.7 |
|     42177 |  648014.6 |
|     42178 |  648031.4 |
|     42179 |  648048.2 |
|     42180 |  648065.0 |
|     42181 |  648081.8 |
|     42182 |  648098.6 |
|     42183 |  648115.4 |
|     42184 |  648132.2 |
|     42185 |  648149.0 |
|     42186 |  648165.8 |
|     42187 |  648182.6 |
|     42188 |  648199.4 |
|     42189 |  648216.2 |
|     42190 |  648233.0 |
|     42191 |  648249.8 |
|     42192 |  648266.7 |
|     42193 |  648283.5 |
|     42194 |  648300.3 |
|     42195 |  648317.1 |
|     42196 |  648333.9 |
|     42197 |  648350.7 |
|     42198 |  648367.5 |
|     42199 |  648384.3 |
|     42200 |  648401.1 |
|     42201 |  648417.9 |
|     42202 |  648434.7 |
|     42203 |  648451.5 |
|     42204 |  648468.3 |
|     42205 |  648485.2 |
|     42206 |  648502.0 |
|     42207 |  648518.8 |
|     42208 |  648535.6 |
|     42209 |  648552.4 |
|     42210 |  648569.2 |
|     42211 |  648586.0 |
|     42212 |  648602.8 |
|     42213 |  648619.6 |
|     42214 |  648636.4 |
|     42215 |  648653.2 |
|     42216 |  648670.0 |
|     42217 |  648686.9 |
|     42218 |  648703.7 |
|     42219 |  648720.5 |
|     42220 |  648737.3 |
|     42221 |  648754.1 |
|     42222 |  648770.9 |
|     42223 |  648787.7 |
|     42224 |  648804.5 |
|     42225 |  648821.3 |
|     42226 |  648838.1 |
|     42227 |  648854.9 |
|     42228 |  648871.7 |
|     42229 |  648888.6 |
|     42230 |  648905.4 |
|     42231 |  648922.2 |
|     42232 |  648939.0 |
|     42233 |  648955.8 |
|     42234 |  648972.6 |
|     42235 |  648989.4 |
|     42236 |  649006.2 |
|     42237 |  649023.0 |
|     42238 |  649039.8 |
|     42239 |  649056.6 |
|     42240 |  649073.5 |
|     42241 |  649090.3 |
|     42242 |  649107.1 |
|     42243 |  649123.9 |
|     42244 |  649140.7 |
|     42245 |  649157.5 |
|     42246 |  649174.3 |
|     42247 |  649191.1 |
|     42248 |  649207.9 |
|     42249 |  649224.7 |
|     42250 |  649241.5 |
|     42251 |  649258.4 |
|     42252 |  649275.2 |
|     42253 |  649292.0 |
|     42254 |  649308.8 |
|     42255 |  649325.6 |
|     42256 |  649342.4 |
|     42257 |  649359.2 |
|     42258 |  649376.0 |
|     42259 |  649392.8 |
|     42260 |  649409.6 |
|     42261 |  649426.4 |
|     42262 |  649443.3 |
|     42263 |  649460.1 |
|     42264 |  649476.9 |
|     42265 |  649493.7 |
|     42266 |  649510.5 |
|     42267 |  649527.3 |
|     42268 |  649544.1 |
|     42269 |  649560.9 |
|     42270 |  649577.7 |
|     42271 |  649594.5 |
|     42272 |  649611.4 |
|     42273 |  649628.2 |
|     42274 |  649645.0 |
|     42275 |  649661.8 |
|     42276 |  649678.6 |
|     42277 |  649695.4 |
|     42278 |  649712.2 |
|     42279 |  649729.0 |
|     42280 |  649745.8 |
|     42281 |  649762.6 |
|     42282 |  649779.5 |
|     42283 |  649796.3 |
|     42284 |  649813.1 |
|     42285 |  649829.9 |
|     42286 |  649846.7 |
|     42287 |  649863.5 |
|     42288 |  649880.3 |
|     42289 |  649897.1 |
|     42290 |  649913.9 |
|     42291 |  649930.8 |
|     42292 |  649947.6 |
|     42293 |  649964.4 |
|     42294 |  649981.2 |
|     42295 |  649998.0 |
|     42296 |  650014.8 |
|     42297 |  650031.6 |
|     42298 |  650048.4 |
|     42299 |  650065.2 |
|     42300 |  650082.1 |
|     42301 |  650098.9 |
|     42302 |  650115.7 |
|     42303 |  650132.5 |
|     42304 |  650149.3 |
|     42305 |  650166.1 |
|     42306 |  650182.9 |
|     42307 |  650199.7 |
|     42308 |  650216.5 |
|     42309 |  650233.4 |
|     42310 |  650250.2 |
|     42311 |  650267.0 |
|     42312 |  650283.8 |
|     42313 |  650300.6 |
|     42314 |  650317.4 |
|     42315 |  650334.2 |
|     42316 |  650351.0 |
|     42317 |  650367.8 |
|     42318 |  650384.7 |
|     42319 |  650401.5 |
|     42320 |  650418.3 |
|     42321 |  650435.1 |
|     42322 |  650451.9 |
|     42323 |  650468.7 |
|     42324 |  650485.5 |
|     42325 |  650502.3 |
|     42326 |  650519.2 |
|     42327 |  650536.0 |
|     42328 |  650552.8 |
|     42329 |  650569.6 |
|     42330 |  650586.4 |
|     42331 |  650603.2 |
|     42332 |  650620.0 |
|     42333 |  650636.8 |
|     42334 |  650653.6 |
|     42335 |  650670.5 |
|     42336 |  650687.3 |
|     42337 |  650704.1 |
|     42338 |  650720.9 |
|     42339 |  650737.7 |
|     42340 |  650754.5 |
|     42341 |  650771.3 |
|     42342 |  650788.1 |
|     42343 |  650805.0 |
|     42344 |  650821.8 |
|     42345 |  650838.6 |
|     42346 |  650855.4 |
|     42347 |  650872.2 |
|     42348 |  650889.0 |
|     42349 |  650905.8 |
|     42350 |  650922.6 |
|     42351 |  650939.5 |
|     42352 |  650956.3 |
|     42353 |  650973.1 |
|     42354 |  650989.9 |
|     42355 |  651006.7 |
|     42356 |  651023.5 |
|     42357 |  651040.3 |
|     42358 |  651057.2 |
|     42359 |  651074.0 |
|     42360 |  651090.8 |
|     42361 |  651107.6 |
|     42362 |  651124.4 |
|     42363 |  651141.2 |
|     42364 |  651158.0 |
|     42365 |  651174.8 |
|     42366 |  651191.7 |
|     42367 |  651208.5 |
|     42368 |  651225.3 |
|     42369 |  651242.1 |
|     42370 |  651258.9 |
|     42371 |  651275.7 |
|     42372 |  651292.5 |
|     42373 |  651309.4 |
|     42374 |  651326.2 |
|     42375 |  651343.0 |
|     42376 |  651359.8 |
|     42377 |  651376.6 |
|     42378 |  651393.4 |
|     42379 |  651410.2 |
|     42380 |  651427.0 |
|     42381 |  651443.9 |
|     42382 |  651460.7 |
|     42383 |  651477.5 |
|     42384 |  651494.3 |
|     42385 |  651511.1 |
|     42386 |  651527.9 |
|     42387 |  651544.7 |
|     42388 |  651561.6 |
|     42389 |  651578.4 |
|     42390 |  651595.2 |
|     42391 |  651612.0 |
|     42392 |  651628.8 |
|     42393 |  651645.6 |
|     42394 |  651662.4 |
|     42395 |  651679.3 |
|     42396 |  651696.1 |
|     42397 |  651712.9 |
|     42398 |  651729.7 |
|     42399 |  651746.5 |
|     42400 |  651763.3 |
|     42401 |  651780.1 |
|     42402 |  651797.0 |
|     42403 |  651813.8 |
|     42404 |  651830.6 |
|     42405 |  651847.4 |
|     42406 |  651864.2 |
|     42407 |  651881.0 |
|     42408 |  651897.8 |
|     42409 |  651914.7 |
|     42410 |  651931.5 |
|     42411 |  651948.3 |
|     42412 |  651965.1 |
|     42413 |  651981.9 |
|     42414 |  651998.7 |
|     42415 |  652015.6 |
|     42416 |  652032.4 |
|     42417 |  652049.2 |
|     42418 |  652066.0 |
|     42419 |  652082.8 |
|     42420 |  652099.6 |
|     42421 |  652116.4 |
|     42422 |  652133.3 |
|     42423 |  652150.1 |
|     42424 |  652166.9 |
|     42425 |  652183.7 |
|     42426 |  652200.5 |
|     42427 |  652217.3 |
|     42428 |  652234.1 |
|     42429 |  652251.0 |
|     42430 |  652267.8 |
|     42431 |  652284.6 |
|     42432 |  652301.4 |
|     42433 |  652318.2 |
|     42434 |  652335.0 |
|     42435 |  652351.9 |
|     42436 |  652368.7 |
|     42437 |  652385.5 |
|     42438 |  652402.3 |
|     42439 |  652419.1 |
|     42440 |  652435.9 |
|     42441 |  652452.8 |
|     42442 |  652469.6 |
|     42443 |  652486.4 |
|     42444 |  652503.2 |
|     42445 |  652520.0 |
|     42446 |  652536.8 |
|     42447 |  652553.6 |
|     42448 |  652570.5 |
|     42449 |  652587.3 |
|     42450 |  652604.1 |
|     42451 |  652620.9 |
|     42452 |  652637.7 |
|     42453 |  652654.5 |
|     42454 |  652671.4 |
|     42455 |  652688.2 |
|     42456 |  652705.0 |
|     42457 |  652721.8 |
|     42458 |  652738.6 |
|     42459 |  652755.4 |
|     42460 |  652772.3 |
|     42461 |  652789.1 |
|     42462 |  652805.9 |
|     42463 |  652822.7 |
|     42464 |  652839.5 |
|     42465 |  652856.3 |
|     42466 |  652873.2 |
|     42467 |  652890.0 |
|     42468 |  652906.8 |
|     42469 |  652923.6 |
|     42470 |  652940.4 |
|     42471 |  652957.2 |
|     42472 |  652974.1 |
|     42473 |  652990.9 |
|     42474 |  653007.7 |
|     42475 |  653024.5 |
|     42476 |  653041.3 |
|     42477 |  653058.1 |
|     42478 |  653075.0 |
|     42479 |  653091.8 |
|     42480 |  653108.6 |
|     42481 |  653125.4 |
|     42482 |  653142.2 |
|     42483 |  653159.0 |
|     42484 |  653175.9 |
|     42485 |  653192.7 |
|     42486 |  653209.5 |
|     42487 |  653226.3 |
|     42488 |  653243.1 |
|     42489 |  653260.0 |
|     42490 |  653276.8 |
|     42491 |  653293.6 |
|     42492 |  653310.4 |
|     42493 |  653327.2 |
|     42494 |  653344.0 |
|     42495 |  653360.9 |
|     42496 |  653377.7 |
|     42497 |  653394.5 |
|     42498 |  653411.3 |
|     42499 |  653428.1 |
|     42500 |  653444.9 |
|     42501 |  653461.8 |
|     42502 |  653478.6 |
|     42503 |  653495.4 |
|     42504 |  653512.2 |
|     42505 |  653529.0 |
|     42506 |  653545.9 |
|     42507 |  653562.7 |
|     42508 |  653579.5 |
|     42509 |  653596.3 |
|     42510 |  653613.1 |
|     42511 |  653629.9 |
|     42512 |  653646.8 |
|     42513 |  653663.6 |
|     42514 |  653680.4 |
|     42515 |  653697.2 |
|     42516 |  653714.0 |
|     42517 |  653730.9 |
|     42518 |  653747.7 |
|     42519 |  653764.5 |
|     42520 |  653781.3 |
|     42521 |  653798.1 |
|     42522 |  653814.9 |
|     42523 |  653831.8 |
|     42524 |  653848.6 |
|     42525 |  653865.4 |
|     42526 |  653882.2 |
|     42527 |  653899.0 |
|     42528 |  653915.9 |
|     42529 |  653932.7 |
|     42530 |  653949.5 |
|     42531 |  653966.3 |
|     42532 |  653983.1 |
|     42533 |  654000.0 |
|     42534 |  654016.8 |
|     42535 |  654033.6 |
|     42536 |  654050.4 |
|     42537 |  654067.2 |
|     42538 |  654084.1 |
|     42539 |  654100.9 |
|     42540 |  654117.7 |
|     42541 |  654134.5 |
|     42542 |  654151.3 |
|     42543 |  654168.1 |
|     42544 |  654185.0 |
|     42545 |  654201.8 |
|     42546 |  654218.6 |
|     42547 |  654235.4 |
|     42548 |  654252.2 |
|     42549 |  654269.1 |
|     42550 |  654285.9 |
|     42551 |  654302.7 |
|     42552 |  654319.5 |
|     42553 |  654336.3 |
|     42554 |  654353.2 |
|     42555 |  654370.0 |
|     42556 |  654386.8 |
|     42557 |  654403.6 |
|     42558 |  654420.4 |
|     42559 |  654437.3 |
|     42560 |  654454.1 |
|     42561 |  654470.9 |
|     42562 |  654487.7 |
|     42563 |  654504.5 |
|     42564 |  654521.4 |
|     42565 |  654538.2 |
|     42566 |  654555.0 |
|     42567 |  654571.8 |
|     42568 |  654588.6 |
|     42569 |  654605.5 |
|     42570 |  654622.3 |
|     42571 |  654639.1 |
|     42572 |  654655.9 |
|     42573 |  654672.7 |
|     42574 |  654689.6 |
|     42575 |  654706.4 |
|     42576 |  654723.2 |
|     42577 |  654740.0 |
|     42578 |  654756.8 |
|     42579 |  654773.7 |
|     42580 |  654790.5 |
|     42581 |  654807.3 |
|     42582 |  654824.1 |
|     42583 |  654840.9 |
|     42584 |  654857.8 |
|     42585 |  654874.6 |
|     42586 |  654891.4 |
|     42587 |  654908.2 |
|     42588 |  654925.1 |
|     42589 |  654941.9 |
|     42590 |  654958.7 |
|     42591 |  654975.5 |
|     42592 |  654992.3 |
|     42593 |  655009.2 |
|     42594 |  655026.0 |
|     42595 |  655042.8 |
|     42596 |  655059.6 |
|     42597 |  655076.4 |
|     42598 |  655093.3 |
|     42599 |  655110.1 |
|     42600 |  655126.9 |
|     42601 |  655143.7 |
|     42602 |  655160.5 |
|     42603 |  655177.4 |
|     42604 |  655194.2 |
|     42605 |  655211.0 |
|     42606 |  655227.8 |
|     42607 |  655244.7 |
|     42608 |  655261.5 |
|     42609 |  655278.3 |
|     42610 |  655295.1 |
|     42611 |  655311.9 |
|     42612 |  655328.8 |
|     42613 |  655345.6 |
|     42614 |  655362.4 |
|     42615 |  655379.2 |
|     42616 |  655396.0 |
|     42617 |  655412.9 |
|     42618 |  655429.7 |
|     42619 |  655446.5 |
|     42620 |  655463.3 |
|     42621 |  655480.2 |
|     42622 |  655497.0 |
|     42623 |  655513.8 |
|     42624 |  655530.6 |
|     42625 |  655547.4 |
|     42626 |  655564.3 |
|     42627 |  655581.1 |
|     42628 |  655597.9 |
|     42629 |  655614.7 |
|     42630 |  655631.6 |
|     42631 |  655648.4 |
|     42632 |  655665.2 |
|     42633 |  655682.0 |
|     42634 |  655698.8 |
|     42635 |  655715.7 |
|     42636 |  655732.5 |
|     42637 |  655749.3 |
|     42638 |  655766.1 |
|     42639 |  655783.0 |
|     42640 |  655799.8 |
|     42641 |  655816.6 |
|     42642 |  655833.4 |
|     42643 |  655850.2 |
|     42644 |  655867.1 |
|     42645 |  655883.9 |
|     42646 |  655900.7 |
|     42647 |  655917.5 |
|     42648 |  655934.4 |
|     42649 |  655951.2 |
|     42650 |  655968.0 |
|     42651 |  655984.8 |
|     42652 |  656001.7 |
|     42653 |  656018.5 |
|     42654 |  656035.3 |
|     42655 |  656052.1 |
|     42656 |  656068.9 |
|     42657 |  656085.8 |
|     42658 |  656102.6 |
|     42659 |  656119.4 |
|     42660 |  656136.2 |
|     42661 |  656153.1 |
|     42662 |  656169.9 |
|     42663 |  656186.7 |
|     42664 |  656203.5 |
|     42665 |  656220.4 |
|     42666 |  656237.2 |
|     42667 |  656254.0 |
|     42668 |  656270.8 |
|     42669 |  656287.7 |
|     42670 |  656304.5 |
|     42671 |  656321.3 |
|     42672 |  656338.1 |
|     42673 |  656354.9 |
|     42674 |  656371.8 |
|     42675 |  656388.6 |
|     42676 |  656405.4 |
|     42677 |  656422.2 |
|     42678 |  656439.1 |
|     42679 |  656455.9 |
|     42680 |  656472.7 |
|     42681 |  656489.5 |
|     42682 |  656506.4 |
|     42683 |  656523.2 |
|     42684 |  656540.0 |
|     42685 |  656556.8 |
|     42686 |  656573.7 |
|     42687 |  656590.5 |
|     42688 |  656607.3 |
|     42689 |  656624.1 |
|     42690 |  656641.0 |
|     42691 |  656657.8 |
|     42692 |  656674.6 |
|     42693 |  656691.4 |
|     42694 |  656708.3 |
|     42695 |  656725.1 |
|     42696 |  656741.9 |
|     42697 |  656758.7 |
|     42698 |  656775.5 |
|     42699 |  656792.4 |
|     42700 |  656809.2 |
|     42701 |  656826.0 |
|     42702 |  656842.8 |
|     42703 |  656859.7 |
|     42704 |  656876.5 |
|     42705 |  656893.3 |
|     42706 |  656910.1 |
|     42707 |  656927.0 |
|     42708 |  656943.8 |
|     42709 |  656960.6 |
|     42710 |  656977.4 |
|     42711 |  656994.3 |
|     42712 |  657011.1 |
|     42713 |  657027.9 |
|     42714 |  657044.7 |
|     42715 |  657061.6 |
|     42716 |  657078.4 |
|     42717 |  657095.2 |
|     42718 |  657112.0 |
|     42719 |  657128.9 |
|     42720 |  657145.7 |
|     42721 |  657162.5 |
|     42722 |  657179.3 |
|     42723 |  657196.2 |
|     42724 |  657213.0 |
|     42725 |  657229.8 |
|     42726 |  657246.7 |
|     42727 |  657263.5 |
|     42728 |  657280.3 |
|     42729 |  657297.1 |
|     42730 |  657314.0 |
|     42731 |  657330.8 |
|     42732 |  657347.6 |
|     42733 |  657364.4 |
|     42734 |  657381.3 |
|     42735 |  657398.1 |
|     42736 |  657414.9 |
|     42737 |  657431.7 |
|     42738 |  657448.6 |
|     42739 |  657465.4 |
|     42740 |  657482.2 |
|     42741 |  657499.0 |
|     42742 |  657515.9 |
|     42743 |  657532.7 |
|     42744 |  657549.5 |
|     42745 |  657566.3 |
|     42746 |  657583.2 |
|     42747 |  657600.0 |
|     42748 |  657616.8 |
|     42749 |  657633.6 |
|     42750 |  657650.5 |
|     42751 |  657667.3 |
|     42752 |  657684.1 |
|     42753 |  657701.0 |
|     42754 |  657717.8 |
|     42755 |  657734.6 |
|     42756 |  657751.4 |
|     42757 |  657768.3 |
|     42758 |  657785.1 |
|     42759 |  657801.9 |
|     42760 |  657818.7 |
|     42761 |  657835.6 |
|     42762 |  657852.4 |
|     42763 |  657869.2 |
|     42764 |  657886.0 |
|     42765 |  657902.9 |
|     42766 |  657919.7 |
|     42767 |  657936.5 |
|     42768 |  657953.4 |
|     42769 |  657970.2 |
|     42770 |  657987.0 |
|     42771 |  658003.8 |
|     42772 |  658020.7 |
|     42773 |  658037.5 |
|     42774 |  658054.3 |
|     42775 |  658071.1 |
|     42776 |  658088.0 |
|     42777 |  658104.8 |
|     42778 |  658121.6 |
|     42779 |  658138.5 |
|     42780 |  658155.3 |
|     42781 |  658172.1 |
|     42782 |  658188.9 |
|     42783 |  658205.8 |
|     42784 |  658222.6 |
|     42785 |  658239.4 |
|     42786 |  658256.2 |
|     42787 |  658273.1 |
|     42788 |  658289.9 |
|     42789 |  658306.7 |
|     42790 |  658323.6 |
|     42791 |  658340.4 |
|     42792 |  658357.2 |
|     42793 |  658374.0 |
|     42794 |  658390.9 |
|     42795 |  658407.7 |
|     42796 |  658424.5 |
|     42797 |  658441.3 |
|     42798 |  658458.2 |
|     42799 |  658475.0 |
|     42800 |  658491.8 |
|     42801 |  658508.7 |
|     42802 |  658525.5 |
|     42803 |  658542.3 |
|     42804 |  658559.1 |
|     42805 |  658576.0 |
|     42806 |  658592.8 |
